S003929816 Acidimicrobium ferrooxidans (T); ICP.	Root;Bacteria;"Actinobacteria";Actinobacteria;Acidimicrobidae;Acidimicrobiales;"Acidimicrobineae";Acidimicrobiaceae;Acidimicrobium.
S000394174 Psychrobacter jeotgali (T); YKJ-103.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000416962 Psychrobacter arenosus (T); type strain: R7 = KMM 3659.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000467868 Psychrobacter celer (T); SW-238.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000474146 Psychrobacter alimentarius (T); JG-100.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000502157 Psychrobacter arcticus (T); 273-4.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000504721 Psychrobacter cibarius (T); JG-219.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000530887 Psychrobacter salsus (T); type strain: DD48.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000539440 Psychrobacter vallis (T); CMS 39.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000539441 Psychrobacter aquaticus (T); CMS 56.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000541022 Psychrobacter aquimaris (T); SW-210.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000541023 Psychrobacter namhaensis (T); SW-242.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000543966 Psychrobacter maritimus (T); type strain: Pi2-20 = KMM 3646.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S000594703 Psychrobacter cryohalolentis (T); K5.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S001047660 Psychrobacter lutiphocae (T); type strain:IMMIB L-1110.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S001169724 Psychrobacter aestuarii (T); SC35.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S001239100 Psychrobacter fulvigenes (T); KC40 (=KMM 3954).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S001239106 Psychrobacter piscatorii (T); T-3-2.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter.
S002035825 Paraperlucidibaca baekdonensis (T); RL-2.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Paraperlucidibaca.
S000734892 Azomonas agilis (T); NCIB 11693.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas.
S000734894 Azomonas macrocytogenes (T); IAM 15003.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas.
S000007501 Azotobacter beijerinckii (T); ICMP 8673; ATCC 19360.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter.
S000734891 Azotobacter nigricans (T); IAM 15005.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter.
S000734893 Azotobacter chroococcum (T); IAM 12666.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter.
S000734895 Azotobacter armeniacus (T); DSM 2284.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter.
S000734896 Azotobacter salinestris (T); ATCC 49674.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter.
S000734897 Azotobacter vinelandii (T); IAM 15004.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azotobacter.
S000001695 Cellvibrio gandavensis (T); R4069.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000003217 Cellvibrio fibrivorans (T); R4079.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000134746 Cellvibrio ostraviensis (T); type strain:LMG 19434.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000394289 Cellvibrio vulgaris (T); NCIMB 8633.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000394290 Cellvibrio fulvus (T); NCIMB 8634.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000394291 Cellvibrio mixtus (T); ACM 2601.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000394396 Cellvibrio japonicus (T); NCIMB 10462; NCDO 2697.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio.
S000000053 Pseudomonas amygdali (T); LMG 2123T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000000900 Pseudomonas chlororaphis (T); DSM 50083T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000001098 Pseudomonas pertucinogena (T); IFO 14163.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000001334 Pseudomonas mucidolens (T); IAM12406.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000002018 Pseudomonas fluorescens (T); IAM 12022.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000002852 Pseudomonas psychrophila (T); E-3.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000003153 Pseudomonas putida (T); IAM 1236.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000003555 Pseudomonas alcaligenes (T); IAM12411.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000004193 Pseudomonas savastanoi (T); ATCC 13522.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000004324 Pseudomonas oryzihabitans (T); IAM 1568.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000004663 Pseudomonas veronii (T); CIP 104663.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000004781 Pseudomonas caricapapayae (T); ATCC33615.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000005892 Pseudomonas cichorii (T); LMG 2162T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000005898 Pseudomonas azotoformans (T); IAM1603.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000006483 Pseudomonas plecoglossicida (T); FPC951.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000006645 Pseudomonas citronellolis (T); DSM 50332T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000007012 Pseudomonas resinovorans (T); LMG 2274T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000008928 Pseudomonas oleovorans (T); IAM 1508.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000008929 Pseudomonas taetrolens (T); IAM1653.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000009281 Pseudomonas pseudoalcaligenes (T); LMG 1225T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000009690 Pseudomonas synxantha (T); IAM12356.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000010130 Pseudomonas alcaliphila (T); AL15-21.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000010260 Pseudomonas ficuserectae (T); JCM 2400.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000010364 Pseudomonas luteola (T); IAM 13000.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000010427 Pseudomonas aeruginosa (T); DSM50071.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000010434 Pseudomonas corrugata (T); ATCC29736.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000011992 Pseudomonas marginalis (T); LMG 2210T (type strain; pathovar	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000011995 Pseudomonas straminea (T); IAM1598.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000013175 Pseudomonas frederiksbergensis (T); JAJ28.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000013341 Pseudomonas monteilii (T); CIP 104883.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000013342 Pseudomonas rhodesiae (T); CIP 104664.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000013965 Pseudomonas graminis (T); DSM 11363 (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000014863 Pseudomonas lundensis (T); ATCC 49968.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000015943 Pseudomonas asplenii (T); ATCC 23835.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000016452 Pseudomonas mendocina (T); NCIB 10541.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000022067 Pseudomonas agarici (T); LMG 2112T (type strain).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000108891 Pseudomonas kilonensis (T); 520-20.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000143918 Pseudomonas lurida (T); type strain: DSM 15835; P 513/18.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000145154 Pseudomonas poae (T); type strain: DSM 14936 = LMG 21465; P 527/13.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000145155 Pseudomonas cedrina (T); type strain: DSM 14938 = LMG 21467; P	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000145156 Pseudomonas trivialis (T); type strain: DSM 14937 = LMG 21464; P	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000145522 Pseudomonas cannabina (T); type strain: CFBP 2341.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000146512 Pseudomonas congelans (T); type strain: DSM 14939 = LMG 21466; P	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000146818 Pseudomonas tremae (T); type strain: CFBP 6111.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000259962 Pseudomonas vancouverensis (T); type strain: DhA-51=ATCC 700688.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000260088 Pseudomonas abietaniphila (T); type strain:ATCC 700689.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000260543 Pseudomonas anguilliseptica (T); NCIMB 1949.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000262316 Pseudomonas parafulva (T); IAM 1541.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000263191 Pseudomonas fulva (T); AJ 2129.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000269325 Pseudomonas chlororaphis (T); DSM 6698.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000355056 Pseudomonas palleroniana (T); CFBP 4389.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000355057 Pseudomonas salomonii (T); CFBP 2022.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000358323 Pseudomonas lutea (T); OK2.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000366445 Pseudomonas antarctica (T); type strain: CMS 35.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000366446 Pseudomonas meridiana (T); type strain: CMS 38.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000366447 Pseudomonas proteolytica (T); type strain: CMS 64.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000383942 Pseudomonas cremoricolorata (T); IAM 1541.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000390380 Pseudomonas grimontii (T); CFML 97-514T.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000390413 Pseudomonas brenneri (T); CFML 97-391T.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000390990 Pseudomonas indica (T).	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000392851 Pseudomonas mediterranea (T); CFBP 5447.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000395038 Pseudomonas jinjuensis (T); Pss 26.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000395040 Pseudomonas umsongensis (T); Ps 3-10.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000395042 Pseudomonas koreensis (T); Ps 9-14.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000398317 Pseudomonas rhizosphaerae (T); IH5.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000400225 Pseudomonas viridiflava (T); CECT 458.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000416841 Pseudomonas psychrotolerans (T); type strain: C36.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000427988 Pseudomonas knackmussii (T); B13.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428195 Pseudomonas libanensis (T); CIP 105460.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428211 Pseudomonas mandelii (T); CIP 105273.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428331 Pseudomonas orientalis (T); CFML 96-170.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428332 Pseudomonas cedrina (T); CFML 96-198.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428381 Pseudomonas jessenii (T); CIP 105274.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428465 Pseudomonas migulae (T); CIP 105470.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428466 Pseudomonas gessardii (T); CIP 105469.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428774 Pseudomonas fragi (T); ATCC 4973.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428789 Pseudomonas stutzeri (T); ATCC 17588.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428886 Pseudomonas brassicacearum (T); DBK11; CFBP 11706.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000428888 Pseudomonas thivervalensis (T); SBK26; CFBP 11261T.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000436974 Pseudomonas flavescens (T); B62.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000437396 Pseudomonas balearica (T); SP1402.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000444074 Pseudomonas segetis (T); FR1439.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000495962 Pseudomonas pachastrellae (T); KMM 330.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000498899 Pseudomonas tolaasii (T); LMG 2342 T.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000499371 Pseudomonas costantinii (T); CFBP 5705; HAMBI 2444.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000499514 Pseudomonas extremorientalis (T); KMM 3447.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000514601 Pseudomonas otitidis (T); MCC10330.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000516031 Pseudomonas vranovensis (T); CCM 7279.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000516032 Pseudomonas moraviensis (T); CCM 7280.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000541019 Pseudomonas argentinensis (T); CH01.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000543032 Pseudomonas xanthomarina (T); KMM 1447.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000558609 Pseudomonas xiamenensis (T); C10-2.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000567747 Pseudomonas azotifigens (T); 6H33b.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000575187 Pseudomonas panacis (T); CG20106.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000608918 Pseudomonas borbori (T); type strain: R-20821.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000608925 Pseudomonas peli (T); type strain: R-20805.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000626936 Pseudomonas nitroreducens (T); IAM 1439.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000639962 Pseudomonas pohangensis (T); H3-R18.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000639965 Pseudomonas delhiensis (T); RLD-1.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000651000 Pseudomonas syringae (T); NCPPB 281; 8511.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000690384 Pseudomonas japonica (T); IAM 15071.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
S000721984 Pseudomonas chlororaphis (T); NCIB 10068.	Root;Bacteria;"Proteobacteria";Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas.
